WKT,OBJECTID,STATION_ID,ASSET_ID,NAME,LONGNAME,LINES,BRANCH_ID,STATUS,MILEPOST,FAREZONE,ADA,ADA2,PKNRD,BIKEPKNG,TICKET_AVA,ADDRESS,MUNICIPALI,TELEPHONE,WEBLINK,LABELANGLE,EDIT_INIT,EDIT_DATE,YEAR_OPEN
"MULTIPOINT (-87.61614217651794 41.850942353823328)",21,5027.00000000,51205027.00000000,McCormick Place,McCormick Place,"Electric, S. Shore",5,1,2.70000000,A,0,A,0,0,,23rd St. (between King Dr. and Lake Shore Dr.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.613436468208064 41.844262946007568)",22,5032.00000000,51205032.00000000,27th St.,27th Street,Electric,5,1,3.20000000,A,1,N,0,0,,27th St. (E. of Ellis Ave.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.590850380590837 41.809524590893751)",23,5059.00000000,51205059.00000000,47th St.,47th Street (Kenwood),Electric,5,1,5.90000000,B,1,N,0,0,,47th St. (near Lake Park Ave.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.586786873874502 41.799917191751724)",24,5065.00000000,51205065.00000000,53rd St.,53rd Street (Hyde Park),Electric,5,1,6.50000000,B,0,N,0,0,,53rd St. (at Lake Park Ave.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.587497922869943 41.792842200493453)",25,5070.00000000,51205070.00000000,55th-56th-57th St.,55th-56th-57th Street,Electric,5,1,7.00000000,B,0,N,1,0,,55th to 57th Sts. (at Lake Park Ave.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.588765633812798 41.787002632129898)",26,5074.00000000,51205074.00000000,59th St.,59th Street (University of Chicago),"Electric, S. Shore",5,1,7.40000000,B,1,N,1,0,,59th St. and Harper St.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.590404039593935 41.779883035959166)",27,5079.00000000,51205079.00000000,63rd St.,63rd Street,"Electric, S. Shore",5,1,7.90000000,B,1,N,0,0,,63rd St. and Dorchester St.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.595159296306505 41.758911808429616)",28,5093.00000000,51205093.00000000,75th St.,75th Street (Grand Crossing),Electric,5,1,9.30000000,B,1,N,0,0,,75th St. and South Chicago Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.596986659697436 41.750826752534309)",29,5100.00000000,51205100.00000000,79th St.,79th Street (Chatham),Electric,5,1,10.00000000,B,1,N,1,0,,79th St. (near Greenwood St.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.598332642207808 41.744317074152008)",30,5104.00000000,51205104.00000000,83rd St.,83rd Street (Avalon Park),Electric,5,1,10.40000000,C,1,N,1,0,,83rd St. (near Ellis St.),Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.59995178192068 41.737414786443139)",31,5109.00000000,51205109.00000000,87th St.,87th Street (Woodruff),Electric,5,1,10.90000000,C,1,N,1,0,,87th St. and Dauphin St.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.601754236395479 41.7297521153586)",32,5114.00000000,51205114.00000000,91st St.,91st Street (Chesterfield),Electric,5,1,11.40000000,C,1,N,1,0,,91st St. and Dauphin St.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.603675319548984 41.721417416945023)",33,5120.00000000,51205120.00000000,95th St.,95th Street (Chicago State University),Electric,5,1,12.00000000,C,1,N,0,0,,95th St. and Cottage Grove Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.607006700197758 41.706967066327458)",34,5130.00000000,51205130.00000000,103rd St.,103rd Street (Rosemoor),Electric,5,1,13.00000000,C,1,N,1,0,,103rd St. and Cottage Grove Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.608658300825326 41.699839806350916)",35,5135.00000000,51205135.00000000,107th St.,107th Street,Electric,5,1,13.50000000,C,1,N,0,0,,107th St. and Cottage Grove Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.61021463536899 41.693097080604019)",36,5140.00000000,51205140.00000000,111th St.,111th Street,Electric,5,1,14.00000000,C,1,N,0,0,,111th St. and Cottage Grove Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.611833603286598 41.686030091477924)",37,5145.00000000,51205145.00000000,Kensington,Kensington (115th Street),"Electric, S. Shore",5,1,14.50000000,C,0,A,1,0,,115th St. and Cottage Grove Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.623295027043909 41.646329077548991)",38,5173.00000000,51205173.00000000,Riverdale,Riverdale,Electric,5,1,17.30000000,D,1,N,1,0,,137th St. and Illinois St.,Riverdale,,,0,ks,1995/08/02,
"MULTIPOINT (-87.630069220400202 41.633744846698029)",39,5182.00000000,51205182.00000000,Ivanhoe,Ivanhoe,Electric,5,1,18.20000000,D,0,A,1,46,,144th St. and Tracy St.,Riverdale,,,0,ks,1995/08/02,
"MULTIPOINT (-87.635940389897783 41.623005976592424)",40,5190.00000000,51205190.00000000,147th St.,147th Street (Sibley Boulevard),Electric,5,1,19.00000000,D,1,N,1,0,,147th St. and Clinton St.,Harvey,,,0,ks,1995/08/02,
"MULTIPOINT (-87.64353497256235 41.608926589823113)",41,5200.00000000,51205200.00000000,Harvey,Harvey,Electric,5,1,20.00000000,D,0,A,1,0,,Park Ave. and 154th St.,Harvey,,,0,ks,1995/08/02,
"MULTIPOINT (-87.658505003960713 41.580838263977476)",42,5223.00000000,51205223.00000000,Hazel Crest,Hazel Crest,Electric,5,1,22.30000000,E,1,N,1,0,,Park Ave. and 170th St.,Hazel Crest,,,0,ks,1995/08/02,
"MULTIPOINT (-87.662830390707938 41.572739384564379)",43,5228.00000000,51205228.00000000,Calumet,Calumet,Electric,5,1,22.80000000,E,0,N,1,13,,Park Ave. and 174th St.,East Hazel Crest,,,0,ks,1995/08/02,
"MULTIPOINT (-87.66835512142211 41.562373266129661)",44,5235.00000000,51205235.00000000,Homewood,Homewood,Electric,5,1,23.50000000,E,0,A,1,96,,Ridge Rd. (at Harwood Ave.),Homewood,,,0,ks,1995/08/02,
"MULTIPOINT (-87.678520031849573 41.543301044405439)",45,5249.00000000,51205249.00000000,Flossmoor,Flossmoor,Electric,5,1,24.90000000,E,0,A,1,27,,Flossmoor Rd. and Sterling Rd.,Flossmoor,,,0,ks,1995/08/02,
"MULTIPOINT (-87.690411449976892 41.521043264014729)",46,5266.00000000,51205266.00000000,Olympia Fields,Olympia Fields,Electric,5,1,26.60000000,F,1,N,0,0,,203rd St. (2 blks. E. of Kedzie Ave.,Olympia Fields,,,0,ks,1995/08/02,
"MULTIPOINT (-87.698115732290375 41.506437704625448)",47,5276.00000000,51205276.00000000,211th St.,211th Street (Lincoln Highway),Electric,5,1,27.60000000,F,0,A,1,85,,211th St. (between Olympian Way and Olympian Cir.),,,,0,ks,1995/08/02,
"MULTIPOINT (-87.701911066402147 41.49867703108778)",48,5282.00000000,51205282.00000000,Matteson,Matteson,Electric,5,1,28.20000000,F,1,N,1,21,,215th St. and Main St.,Matteson,,,0,ks,1995/08/02,
"MULTIPOINT (-87.708984102824473 41.485592212262979)",49,5293.00000000,51205293.00000000,Richton Park,Richton Park,Electric,5,1,29.30000000,F,0,A,1,44,,Sauk Trail (E. of Governors Hwy.),Richton Park,,,0,ks,1995/08/02,
"MULTIPOINT (-87.723318686582473 41.458960579111476)",50,5315.00000000,51205315.00000000,University Park,University Park,Electric,5,1,31.50000000,G,0,A,1,0,,1900 University Pkwy.,University Park,,,0,ks,1995/08/02,
"MULTIPOINT (-87.632137437621097 41.875048242755966)",51,6000.00000000,51206000.00000000,LaSalle St.,LaSalle Street,Rock Is.,6,1,0.00000000,A,0,A,0,0,,414 S. LaSalle St.,Chicago,,,180,aef,2001/03/08,
"MULTIPOINT (-87.644613417986605 41.736642896205481)",52,6098.00000000,51206098.00000000,Gresham,Gresham,Rock Is.,6,1,9.80000000,B,1,N,1,0,,820 W. 87th St.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.650555114060211 41.720709430116742)",53,6109.00000000,51206109.00000000,Longwood,Longwood (95th Street),Rock Is.,6,1,10.90000000,C,2,M,1,0,,9501 S. Vincennes Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.656107206017325 41.705582972009026)",54,6120.00000000,51206120.00000000,Washington Heights,Washington Heights,Rock Is.,6,1,12.00000000,C,0,A,1,0,,10335 S. Vicennes Ave.,Chicago,,,0,ks,1995/08/02,
"MULTIPOINT (-87.677846662631353 41.654858734240136,-87.677495217991066 41.654704472780679)",55,6157.00000000,51206157.00000000,Blue Island,Blue Island (Vermont Street),Rock Is.,6,1,15.70000000,D,0,A,1,0,,2300 W. Grove St.,Blue Island,,,180,ks,1995/08/02,
"MULTIPOINT (-87.694556389690632 41.640771815312903)",56,6172.00000000,51206172.00000000,Robbins,Robbins,Rock Is.,6,1,17.20000000,D,0,M,1,0,,13890 S. Kedzie Ave.,Robbins,,,0,ks,1995/08/02,
"MULTIPOINT (-87.71240661242544 41.625980705718582)",57,6184.00000000,51206184.00000000,Midlothian,Midlothian,Rock Is.,6,1,18.40000000,D,0,A,1,0,,3750 W. 147th St.,Midlothian,,,0,ks,1995/08/02,
"MULTIPOINT (-87.738188701616608 41.604636031350672)",58,6204.00000000,51206204.00000000,Oak Forest,Oak Forest,Rock Is.,6,1,20.40000000,E,0,A,1,40,,4850 W. 159th St.,Oak Forest,,,0,ks,1995/08/02,
"MULTIPOINT (-87.783576918898362 41.575611290845039)",59,6235.00000000,51206235.00000000,Tinley Park,Tinley Park,Rock Is.,6,1,23.50000000,E,0,A,1,25,,17381 S. Oak Park Ave.,Tinley Park,,,0,ks,1995/08/02,
"MULTIPOINT (-87.809540010437644 41.564380972995622)",60,6251.00000000,51206251.00000000,80th Ave.,80th Avenue (Tinley Park),Rock Is.,6,1,25.10000000,E,2,M,1,0,,18001 S. 80th Ave.,Tinley Park,,,0,ks,1995/08/02,
"MULTIPOINT (-87.847622730002385 41.547970517362053)",61,6275.00000000,51206275.00000000,Hickory Creek,Hickory Creek,Rock Is.,6,1,27.50000000,F,0,A,1,0,,9430 Hickory Creek Dr.,Mokena,,,0,ks,1995/08/02,
"MULTIPOINT (-87.88691670396824 41.530962146748273)",62,6296.00000000,51206296.00000000,Mokena,Mokena,Rock Is.,6,1,29.60000000,F,0,M,1,26,,11040 McGovney's St.,Mokena,,,0,ks,1995/08/02,
"MULTIPOINT (-87.965230156601208 41.514560896661671)",63,6340.00000000,51206340.00000000,New Lenox,New Lenox,Rock Is.,6,1,34.00000000,G,0,M,1,0,,300 N. Church St.,New Lenox,,,0,ks,1995/08/02,
"MULTIPOINT (-87.65755834696354 41.732240187929129)",64,7106.00000000,51207106.00000000,Brainerd,Brainerd,Rock Is.,7,1,10.60000000,C,0,M,1,0,,8901 S. Loomis Blvd.,Chicago,,,135,ks,1995/08/02,
"MULTIPOINT (-87.667210638360132 41.727978889295962)",65,7113.00000000,51207113.00000000,91st St.,91st Street (Beverly Hills),Rock Is.,7,1,11.30000000,C,2,M,1,0,,9105 S. Prospect Sq.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.667547697105974 41.721536331505057)",66,7117.00000000,51207117.00000000,95th St.,95th Street (Beverly Hills),Rock Is.,7,1,11.70000000,C,2,M,1,0,,1766 W. 95th St.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.667286978824961 41.713634548291694)",67,7123.00000000,51207123.00000000,99th St.,99th Street (Beverly Hills),Rock Is.,7,1,12.30000000,C,0,N,1,0,,9901 S. Walden Pkwy.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.668904813974308 41.706216286242849)",68,7128.00000000,51207128.00000000,103rd St.,103rd Street (Beverly Hills),Rock Is.,7,1,12.80000000,C,0,A,1,0,,10301 S. Walden Pkwy.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.66975459123951 41.698917904594957)",69,7133.00000000,51207133.00000000,107th St.,107th Street (Beverly Hills),Rock Is.,7,1,13.30000000,C,2,M,1,0,,1901 W. 107th St.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.67049482068964 41.692762412099874)",70,7138.00000000,51207138.00000000,111th St.,111th Street (Morgan Park),Rock Is.,7,1,13.80000000,C,0,M,1,0,,11046 S. Hale Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.671456938167452 41.684993033833926)",71,7143.00000000,51207143.00000000,115th St.,115th Street (Morgan Park),Rock Is.,7,1,14.30000000,C,2,M,1,0,,11445 S. Hale Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.672580061812056 41.676371593657763)",72,7148.00000000,51207148.00000000,119th St.,119th Street,Rock Is.,7,1,14.80000000,C,2,A,1,0,,2040 W. 119th St.,,,,180,ks,1995/08/02,
"MULTIPOINT (-87.673624039758579 41.670287755504575)",73,7152.00000000,51207152.00000000,123rd St.,123rd Street,Rock Is.,7,1,15.20000000,D,1,N,1,0,,2120 W. 123rd St.,Blue Island,,,180,ks,1995/08/02,
"MULTIPOINT (-87.675102862681726 41.662262597846286)",74,7158.00000000,51207158.00000000,Prairie St.,Prairie Street,Rock Is.,7,1,15.80000000,D,1,N,1,0,,2100 W. Prairie St.,Blue Island,,,180,ks,1995/08/02,
"MULTIPOINT (-87.638831403935953 41.87794941080184,-87.638850727600214 41.879196594569144)",75,8000.00000000,51208000.00000000,Union Station,Union Station,"Milw-N, Milw-W, NCS, BNSF, Heritage, SWS",8,1,0.00000000,A,0,A,0,0,,Canal St. (between Adams and Jackson Blvd.),Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.701460751897429 41.750079700924744)",76,8112.00000000,51208112.00000000,Wrightwood,Wrightwood,SWS,8,1,11.90000000,C,0,M,0,0,,79th St. and Kedzie Ave.,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.712518603096399 41.741814919818751)",77,8126.00000000,51208126.00000000,Ashburn,Ashburn,SWS,8,1,12.60000000,C,0,A,1,0,,83rd St. and Central Park,Chicago,,,180,ks,1995/08/02,
"MULTIPOINT (-87.749149888162066 41.719397089365629)",78,8152.00000000,51208152.00000000,Oak Lawn,Oak Lawn,SWS,8,1,15.20000000,D,0,A,1,8,,9525 S. Tulley Ave.,Oak Lawn,,,180,ks,1995/08/02,
"MULTIPOINT (-87.77977882293483 41.703948784034353)",79,8168.00000000,51208168.00000000,Chicago Ridge,Chicago Ridge,SWS,8,1,16.80000000,D,0,A,1,0,,103rd St. and Ridgeland,Chicago Ridge,,,180,ks,1995/08/02,
"MULTIPOINT (-87.795688733515135 41.691653607268293)",80,8182.00000000,51208182.00000000,Worth,Worth,SWS,8,1,18.20000000,D,0,A,1,0,,110th St. and Depot Rd.,Worth,,,180,ks,1995/08/02,
"MULTIPOINT (-87.820906417629104 41.668478514571753)",81,8203.00000000,51208203.00000000,Palos Park,Palos Park,SWS,8,1,20.30000000,E,0,A,1,12,,123rd St. and 82nd Ave.,Palos Park,,,180,ks,1995/08/02,
"MULTIPOINT (-87.859574240068667 41.630653061345335)",82,8236.00000000,51208236.00000000,143rd St.,143rd Street (Orland Park),SWS,8,1,23.60000000,E,0,N,1,0,,143rd St. and Southwest Hwy.,Orland Park,,,180,ks,1995/08/02,
"MULTIPOINT (-87.873674656495467 41.609572244451726)",83,8248.00000000,51208248.00000000,153rd St.,153rd Street (Orland Park),SWS,8,1,25.20000000,E,0,A,1,0,,10401 W. 153rd St.,Orland Park,,,180,ks,1995/08/02,
"MULTIPOINT (-87.90282038381369 41.563663492788514)",84,8289.00000000,51208289.00000000,179th St.,179th Street (Orland Park),SWS,8,1,28.90000000,F,0,M,1,0,,179th St. and Southwest Hwy.,Orland Park,,,180,ks,1995/09/15,
"MULTIPOINT (-87.809920729985166 41.794968789220192)",85,9119.00000000,51209119.00000000,Summit,Summit,Heritage,9,1,11.90000000,C,0,A,1,0,,Center St. and Hanover Ave.,Summit,,,0,ks,1995/08/02,
"MULTIPOINT (-87.878483315933977 41.733257058526405)",86,9175.00000000,51209175.00000000,Willow Springs,Willow Springs,Heritage,9,1,17.50000000,D,0,A,1,0,,87th St. and Archer,Willow Springs,,,0,ks,1995/08/02,
"MULTIPOINT (-88.003662986078325 41.673685152566165)",87,9253.00000000,51209253.00000000,Lemont,Lemont,Heritage,9,1,25.30000000,E,0,A,1,0,,101 Main St.,Lemont,,,0,ks,1995/08/02,
"MULTIPOINT (-88.060310047578611 41.585384158334094)",88,9329.00000000,51209329.00000000,Lockport,Lockport,Heritage,9,1,32.90000000,G,0,A,1,0,,13th St. and State St.,Lockport,,,0,ks,1995/08/02,
"MULTIPOINT (-87.647247742237496 41.860255492725734)",89,10018.00000000,51210018.00000000,Halsted St.,Halsted Street,BNSF,10,1,1.80000000,A,1,N,0,0,,16th and Halsted St.,Chicago,,,150,aef,2001/02/13,
"MULTIPOINT (-87.684969455171256 41.857568912483906)",90,10038.00000000,51210038.00000000,Western Ave.,Western Avenue,BNSF,10,1,3.80000000,A,1,N,0,0,,18th and Western Ave.,Chicago,,,180,aef,2001/02/13,
"MULTIPOINT (-87.745172683009727 41.844161690895717)",91,10070.00000000,51210070.00000000,Cicero,Cicero,BNSF,10,1,7.00000000,B,1,M,1,0,,26th and Cicero,Cicero,,,315,aef,2001/02/13,
"MULTIPOINT (-87.783463107563747 41.835498999552058)",92,10091.00000000,51210091.00000000,LaVergne,LaVergne,BNSF,10,1,9.10000000,B,0,M,1,0,,Windsor and Ridgeland Ave.,Berwyn,,,150,aef,2001/02/13,
"MULTIPOINT (-87.793286211895037 41.833288385030514)",93,10096.00000000,51210096.00000000,Berwyn,Berwyn,BNSF,10,1,9.60000000,B,0,A,1,10,,6801 W. Windsor Ave.,Berwyn,,,150,aef,2001/02/13,
"MULTIPOINT (-87.801899713894556 41.831339975838191)",94,10101.00000000,51210101.00000000,Harlem Ave.,Harlem Avenue,BNSF,10,1,10.10000000,B,0,N,1,0,,7135 Windsor Ave.,Berwyn,,,150,aef,2001/02/13,
"MULTIPOINT (-87.820234929620696 41.827205854977052)",95,10111.00000000,51210111.00000000,Riverside,Riverside,BNSF,10,1,11.10000000,C,2,M,1,20,,90 Bloomingbank Road,Riverside,,,150,aef,2001/02/13,
"MULTIPOINT (-87.833728925653446 41.824241005653214)",96,10118.00000000,51210118.00000000,Zoo Stop,Hollywood (Zoo Stop),BNSF,10,1,11.80000000,C,0,M,1,0,,Golf Road and Hollywood Ave.,Brookfield,,,150,aef,2001/02/13,
"MULTIPOINT (-87.843107383169794 41.822154595404683)",97,10123.00000000,51210123.00000000,Brookfield,Brookfield,BNSF,10,1,12.30000000,C,2,M,1,20,,8858 Burlington Ave.,Brookfield,,,150,aef,2001/02/13,
"MULTIPOINT (-87.857576890429684 41.818910879639148)",98,10131.00000000,51210131.00000000,Congress Park,Congress Park,BNSF,10,1,13.10000000,C,1,N,1,0,,1/2 mi. W. of Maple St. (on Burlington Ave.),Brookfield,,,150,aef,2001/02/13,
"MULTIPOINT (-87.871112219054382 41.815879671024327)",99,10138.00000000,51210138.00000000,LaGrange Rd.,LaGrange Road,BNSF,10,1,13.80000000,C,0,A,1,112,,25 W. Burlington Ave.,La Grange,,,150,aef,2001/02/13,
"MULTIPOINT (-87.878572743043321 41.814210844702551)",100,10142.00000000,51210142.00000000,Stone Ave.,Stone Avenue (LaGrange),BNSF,10,1,14.20000000,C,1,N,1,76,,701 Burlington Ave.,La Grange,,,150,aef,2001/02/13,
"MULTIPOINT (-87.90140965650663 41.809078877208393)",101,10155.00000000,51210155.00000000,Western Springs,Western Springs,BNSF,10,1,15.50000000,D,0,A,1,26,,914 Burlington Ave.,Western Springs,,,150,aef,2001/02/13,
"MULTIPOINT (-87.918573215547184 41.805195974045283)",102,10164.00000000,51210164.00000000,Highlands,Highlands,BNSF,10,1,16.40000000,D,1,N,1,0,,1/4 mi. N. of County Line Rd. and 47th St.,Hinsdale,,,150,aef,2001/02/13,
"MULTIPOINT (-87.928236817051584 41.802986915066391)",103,10169.00000000,51210169.00000000,Hinsdale,Hinsdale,BNSF,10,1,16.90000000,D,0,A,1,78,,1 E. Hinsdale Ave.,Hinsdale,,,150,aef,2001/02/13,
"MULTIPOINT (-87.945673235980067 41.799034779970164)",104,10178.00000000,51210178.00000000,West Hinsdale,West Hinsdale,BNSF,10,1,17.80000000,D,2,M,1,0,,Hinsdale Ave. and Stough St.,Hinsdale,,,150,aef,2001/02/13,
"MULTIPOINT (-87.954405037171966 41.797064939394446)",105,10183.00000000,51210183.00000000,Clarendon Hills,Clarendon Hills,BNSF,10,1,18.30000000,D,2,M,1,74,,1 S. Prospect Ave.,Clarendon Hills,,,150,aef,2001/02/13,
"MULTIPOINT (-87.976784272907565 41.795612722231752)",106,10195.00000000,51210195.00000000,Westmont,Westmont,BNSF,10,1,19.50000000,D,0,A,1,60,,1 W. Quincy,Westmont,,,150,aef,2001/02/13,
"MULTIPOINT (-87.993969853295681 41.795586370218167)",107,10204.00000000,51210204.00000000,Fairview Ave.,Fairview Avenue (Downers Grove),BNSF,10,1,20.40000000,E,2,M,1,22,,Fairview Ave. and Burlington Ave.,Downers Grove,,,150,aef,2001/02/13,
"MULTIPOINT (-88.009833092788355 41.795541820912582)",108,10212.00000000,51210212.00000000,Main St.,Main Street (Downers Grove),BNSF,10,1,21.20000000,E,0,A,1,82,,5001 Main St.,Downers Grove,,,150,aef,2001/02/13,
"MULTIPOINT (-88.038082042292046 41.795487596353453)",109,10226.00000000,51210226.00000000,Belmont,Belmont,BNSF,10,1,22.60000000,E,0,A,1,24,,5000 Belmont Ave.,Downers Grove,,,150,aef,2001/02/13,
"MULTIPOINT (-88.072563984079082 41.797808225096055)",110,10245.00000000,51210245.00000000,Lisle,Lisle,BNSF,10,1,24.50000000,E,0,N,1,42,,1000 Front St.,Lisle,,,150,aef,2001/02/13,
"MULTIPOINT (-88.145193736374225 41.779809239510044)",111,10285.00000000,51210285.00000000,Naperville,Naperville,BNSF,10,1,28.50000000,F,0,A,1,78,,105 E. 4th Ave.,Naperville,,,150,aef,2001/02/13,
"MULTIPOINT (-88.208521804075389 41.778130101498171)",112,10316.00000000,51210316.00000000,Route 59,Route 59,BNSF,10,1,31.60000000,G,0,A,1,37,,1090 N. Route 59,Aurora,,,150,aef,2001/02/13,
"MULTIPOINT (-88.307676743087399 41.761210004293389)",113,10380.00000000,51210380.00000000,Aurora,Aurora,BNSF,10,1,37.50000000,H,0,A,1,15,,233 N. Broadway,Aurora,,,180,aef,2001/02/13,
"MULTIPOINT (-87.706579465325262 41.888256565246515)",114,11036.00000000,51211036.00000000,Kedzie,Kedzie,UP-W,11,1,3.60000000,A,1,N,0,0,,Kedzie Ave. and Carroll Ave.,Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-87.801454733421096 41.886967496582351)",115,11085.00000000,51211085.00000000,Oak Park,Oak Park (Marion Street),UP-W,11,1,8.50000000,B,0,N,1,45,,103 N. Marion St.,Oak Park,,,45,ks,1995/08/02,
"MULTIPOINT (-87.824906097638319 41.886806701561795)",116,11097.00000000,51211097.00000000,River Forest,River Forest,UP-W,11,1,9.70000000,B,1,N,1,0,,8001 W. Central St.,River Forest,,,45,ks,1995/08/02,
"MULTIPOINT (-87.838778085322005 41.888333285221499)",117,11105.00000000,51211105.00000000,Maywood,Maywood,UP-W,11,1,10.50000000,C,2,M,1,0,,450 W. St. Charles,Maywood,,,45,ks,1995/08/02,
"MULTIPOINT (-87.855871899278455 41.890271827971958)",118,11113.00000000,51211113.00000000,Melrose Park,Melrose Park,UP-W,11,1,11.30000000,C,2,M,1,0,,1801 W. Main St.,,,,45,ks,1995/08/02,
"MULTIPOINT (-87.88273968547324 41.891407840183113)",119,11126.00000000,51211126.00000000,Bellwood,Bellwood,UP-W,11,1,12.60000000,C,2,M,1,0,,105 Frederick Ave.,Bellwood,,,45,ks,1995/09/14,
"MULTIPOINT (-87.9160179591359 41.896265697491472)",120,11143.00000000,51211143.00000000,Berkeley,Berkeley,UP-W,11,1,14.30000000,C,0,A,1,0,,5900 W. Park Ave.,Berkeley,,,45,ks,1995/08/02,
"MULTIPOINT (-87.940936377237094 41.899702794840138)",121,11157.00000000,51211157.00000000,Elmhurst,Elmhurst,UP-W,11,1,15.70000000,D,0,A,1,64,,128 W. 1st St. (at York Rd.),Elmhurst,,,45,ks,1995/08/02,
"MULTIPOINT (-87.97782790290114 41.896304249591793)",122,11178.00000000,51211178.00000000,Villa Park,Villa Park,UP-W,11,1,17.80000000,D,0,A,1,11,,Ardmore Ave. and 1st St.,Villa Park,,,45,ks,1995/08/02,
"MULTIPOINT (-88.018550171244314 41.886493526394283)",123,11199.00000000,51211199.00000000,Lombard,Lombard,UP-W,11,1,19.90000000,D,0,A,1,30,,9 S. Main St.,Lombard,,,45,ks,1995/08/02,
"MULTIPOINT (-88.064607128595441 41.876459042909637)",124,11224.00000000,51211224.00000000,Glen Ellyn,Glen Ellyn,UP-W,11,1,22.40000000,E,0,A,1,40,,551 Crescent Blvd ( at Main St.),Glen Ellyn,,,45,ks,1995/08/02,
"MULTIPOINT (-88.088812414277044 41.869038104178003)",125,11238.00000000,51211238.00000000,College Ave.,College Avenue,UP-W,11,1,23.80000000,E,0,N,1,40,,1295 E. College Ave.,Wheaton,,,45,ks,1995/08/02,
"MULTIPOINT (-88.108726535890057 41.864452568119674)",126,11250.00000000,51211250.00000000,Wheaton,Wheaton,UP-W,11,1,25.00000000,E,0,M,1,110,,402 Front St. (at West St.),Wheaton,,,45,ks,1995/08/02,
"MULTIPOINT (-88.157486279176894 41.870014588754479)",127,11275.00000000,51211275.00000000,Winfield,Winfield,UP-W,11,1,27.50000000,F,0,A,1,0,,Jewell Rd. and Winfield Rd.,Winfield,,,45,ks,1995/08/02,
"MULTIPOINT (-88.198916449252309 41.881068694901444)",128,11300.00000000,51211300.00000000,West Chicago,West Chicago,UP-W,11,1,29.80000000,F,0,A,1,27,,508 W. Main St.,West Chicago,,,45,ks,1995/08/02,
"MULTIPOINT (-88.310208289397181 41.88150139915345)",129,11355.00000000,51211355.00000000,Geneva,Geneva,UP-W,11,1,35.50000000,H,0,A,1,25,,328 Crescent Place,Geneva,,,45,ks,1995/08/02,
"MULTIPOINT (-87.688314523008614 41.889105099651118)",130,12029.00000000,51212029.00000000,Western Ave.,Western Avenue,"Milw-N, Milw-W, NCS",12,1,2.90000000,A,0,A,1,0,,420 N. Artesian (near Grand Ave.),Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-87.767628050336569 41.916562142503281)",131,12077.00000000,51212077.00000000,Hanson Park,Hanson Park,Milw-W,12,1,7.70000000,B,0,N,1,0,,Parkside and Armitage Ave.,Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-87.784733871000697 41.916397721971755)",132,12086.00000000,51212086.00000000,Galewood,Galewood,Milw-W,12,1,8.60000000,B,0,N,1,0,,2031 N. Narragansett,Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-87.794533326978311 41.919252736229389)",133,12091.00000000,51212091.00000000,Mars,Mars,Milw-W,12,1,9.10000000,B,0,N,1,0,,6801 W. Shakespeare Ave.,Chicago,,,30,ks,1995/08/02,
"MULTIPOINT (-88.298024382503328 42.234145227084682)",134,0.00000000,0.00000000,Pingree Rd.,Pingree Rd.,UP-NW,13,1,0.00000000,I,0,,0,0,,570 Congress Pkwy,Crystal Lake,,,0,af,2011/04/28,
"MULTIPOINT (-87.807176962582616 41.681961590123066)",135,0.00000000,0.00000000,Palos Heights,Palos Heights,SWS,8,1,0.00000000,D,0,,0,0,,11451 Southwest Highway,Palos Heights,,,0,af,2011/04/28,
